,Source,Likes,Text,Image,Retweets
361,Twitter Web App,9,"Will Canada's Canada's ""Freedom Convoy"" Be Jan. 6 for the Great White North?

https://t.co/BdUZMwBizT

@verbalrugby @TheGREATHoudin2 @mojojaxville @mikeytheweasel @Boiarski @EdHull8 @SLKath @bannerite @ericblake @IngGuthrie @Doramary  
@Bettie003 @TKinMB @Durrell62 @ProudCdn100 https://t.co/1tNG9tIMwq",https://pbs.twimg.com/media/FKRjvgvXwAAOqQq.jpg,9
362,Twitter Web App,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
363,Twitter for iPhone,0,RT @showdemandvalu1: Freedom Convoy 2022 and supporters arrived in Ottawa! https://t.co/NGOK052Hju,https://pbs.twimg.com/media/FKPg1LrUUAMl1-w.png,0
364,Twitter Web App,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
365,SocialRabbit Plugin,0,Global Research Weekender: Canadian Freedom Convoy Paving the Way for the End of Medical Tyranny https://t.co/9DADZCVMue #truthPeep #lawfulremedy #peacetalk #auspol https://t.co/juw39Nmr2r,https://pbs.twimg.com/media/FKRgSTdXsAMl-Ec.jpg,0
366,Twitter for iPhone,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
367,Twitter Web App,18,"Another first from @BruvverEccles! 
""Said one long-distance driver, Joe Shaw of Oxford, ""When you're on the road for long periods of time, you need to be able to stop occasionally for a TLM. And now this is becoming very difficult for us truckers.""""
""https://t.co/36XSG0VVeW https://t.co/MVKL4XGuR0",https://pbs.twimg.com/media/FKRbbHeXEAIwipu.jpg,18
368,Twitter Web App,0,"RT @CarolineLessar8: FREEDOM CONVOY 2022

Il sont bien organisé je pense 💪💪🥰 https://t.co/91I8SpF13x",https://pbs.twimg.com/media/FKI51ylXsAkszHi.jpg,0
369,Twitter for Android,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
370,Twitter for iPhone,0,"Meet the truckers: The men and women of the Freedom Convoy 2022 January 29, 2022 Rachel Parent , Jessica Mundie - The National Post

https://t.co/HQxiOP19mJ
#a1pnews, #OneStopShopConservativeNews, #America1stPatriotNews https://t.co/e8YbBLsO29",https://pbs.twimg.com/media/FKRYspeX0AAb14s.jpg,0
371,dlvr.it,0,https://t.co/qtwFwA0N0X https://t.co/lBO58387TQ,https://pbs.twimg.com/media/FKRYnu0VUAEsTuD.jpg,0
372,dlvr.it,0,"In Canada, ‘Freedom Convoy’ Protesting Vaccine Mandates Nears Capital https://t.co/rTR4b9shKq https://t.co/mLgknKzr6G",https://pbs.twimg.com/media/FKRYKbLVcAA7mfG.jpg,0
373,dlvr.it,0,"In Canada, ‘Freedom Convoy’ Protesting Vaccine Mandates Nears Capital https://t.co/fXwkBxTmAH https://t.co/9iBTU7TExd",https://pbs.twimg.com/media/FKRYKZbVgAEeES7.jpg,0
374,dlvr.it,0,"In Canada, ‘Freedom Convoy’ Protesting Vaccine Mandates Nears Capital https://t.co/pOOlKL8lpj https://t.co/cEZmn0iHqx",https://pbs.twimg.com/media/FKRYKXZUYAELqMm.jpg,0
375,Twitter Web App,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
376,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
377,Twitter Web App,0,RT @adamcz42598248: PRE VIEW FROM DRONE PRE JANUARY 29 2022 CANADIAN TRUCKERS FREEDOM CONVOY RALLY IN OTTAWA 🕊🌌🍁🍁🍁 https://t.co/sXkPEbDPjp,https://pbs.twimg.com/media/FKPV5j5WQAQzycA.jpg,0
378,Twitter Web App,34,"My latest for @NewStatesman - on #antivaxx #antivaxxer #convoytoottawa2022 #convoy #cdnpoli #cdnmedia 
https://t.co/oS8zyKg1YH https://t.co/1Nv0WCqCMD",https://pbs.twimg.com/media/FKRRyvKXMAIHwmz.png,34
379,LaterMedia,1,"Doug Sikkema considers the ""freedom"" convoy and the Revolutionary Spirit, which promises a false hope in burning the status quo to the ground. The Revolutionary Spirit must be resisted for the desperately-needed, constructive work of repair. 

https://t.co/vptucR3O0x https://t.co/NuXsqoVXId",https://pbs.twimg.com/media/FKRQ38HWYAEaukO.jpg,1
380,Twitter for iPad,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
381,Twitter for Android,21,"St. Jacobs, Ontario Mennonites join in horse and buggy to support the Freedom Convoy.  #FreedomConvoy2022 
https://t.co/grHlUqt2Ur https://t.co/v5Ix69GRgN",https://pbs.twimg.com/media/FKRPfBRWYAU-Hzq.jpg,21
382,Twitter for Android,100,"Report from the Ontario Front: today is the Convoy for Freedom 2022 Protest Day on Parliament Hill in Ottawa, and it's currently -30C 🥶 I'll be wearing my Snowshoeing gear, longjohns, snowpants, wool socks, best winter boots and coat, not a fashion day 😅 Bringing my camera 📷😊 https://t.co/eapesH73sg",https://pbs.twimg.com/media/FKROy1oXoAAJwB6.jpg,100
383,Twitter Web App,2,"Truckers for Freedom 2022 - 
tshirts, coffee mugs, stickers, hats, and more available
https://t.co/KWohfeIClr

#TruckersForFreedom2022 
#TruckConvoy2022  
#CanadaTruckers 
#CanadianTruckersRule https://t.co/g1NM31lagt",https://pbs.twimg.com/media/FKRM6RsVkAEA5Ff.jpg,2
384,Twitter for Android,0,"If you can, come out and support the Freedom Convoy 2022 today! Dress warm &amp; show support for those protesting against government tyranny! #freedomconvoy2022 https://t.co/8BiUnecOyb",https://pbs.twimg.com/media/FKRKVbIXEAUoy0E.jpg,0
385,Twitter Web App,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
386,Twitter for Android,0,RT @BruvverEccles: Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,0
387,Twitter Web App,118,Eccles is saved: Freedom convoy approaches Rome https://t.co/Hq1B5I36u0 https://t.co/dyi0cJQhHT,https://pbs.twimg.com/media/FKREbbxWUAEXaon.jpg,118
388,Twitter Web App,0,"@LouLoudmouth @bobscartoons ... and 7 million Canadian dollars raised by 10,000s of donors to the #TruckersConvoy2022 GoFundMe fund, one of the largest in GoFundMe's history.

You and your, er 11 followers can donate here if you want:
https://t.co/gcjzlJ4LGQ https://t.co/hMDgb5rQpF",https://pbs.twimg.com/media/FKRFIzbWQAIlpgG.jpg,0
389,Twitter Web App,0,"@christie_sj @PlanetEarthFTW @bobscartoons I'd say this GoFundMe is a more accurate depiction.
One of the largest in GoFundMe's history.

You and your handful of followers can donate here if you want:
https://t.co/gcjzlJ4LGQ https://t.co/S7ZTCq4lCG",https://pbs.twimg.com/media/FKRBClDX0AAZfDM.jpg,0
390,Twitter for iPhone,0,"RT @radio_hex: ☑️ Canada 🇨🇦

💟 Freedom Convoy 2022 
#TruckersConvoy #TruckersForFreedom #CanadaTruckers https://t.co/xeU9Ux3X9A",https://pbs.twimg.com/media/FKP8I4zXMAEJLsE.jpg,0
391,Twitter Web App,1,"One of the main organizers and spokesman of the Freedom Convoy 2022, is Benjamin Dichter, A homosexual Zionist jew. https://t.co/L9OS21kFFR https://t.co/TKPuKKIcQc",https://pbs.twimg.com/media/FKQ6CmhX0AAlfoN.jpg,1
392,Twitter Web App,0,"RT @AnOpiner: Amish support the Trucker Freedom Convoy 2022
Awesome week in the making https://t.co/KwbZIYKZXz",https://pbs.twimg.com/media/FJ9AB63WYAUsm8o.png,0
393,Twitter for iPhone,2,freedom convoy canada 2022 TikTok Compilation https://t.co/8c4zK84yvB via @YouTube https://t.co/XRdSpga4qa,https://pbs.twimg.com/media/FKQtQgVXsAAdvBG.jpg,2
394,Twitter for Android,7,"Unter der Bezeichnung ""Freedom Convoy 2022"" begeben sich etwa 50.000 Trucks und Autos in einem mehrere Kilometer langen Konvoi auf den Weg in die Hauptstadt Ottawa.

🔴 LIVE-TV: https://t.co/SmG5q4mQjg https://t.co/cix59yo9pl",https://pbs.twimg.com/media/FKQr8_lXoAIffxZ.jpg,7
395,Twitter Web App,0,RT @CarolineLessar8: https://t.co/dJoZgHvncw https://t.co/VKQW093eGw,https://pbs.twimg.com/media/FKOjCCQX0Ak-uUO.jpg,0
396,Twitter Web App,0,"Two Long Lines Highlight Two Problems in Our Country: Forced Vaccination and Crimes.
https://t.co/gSolppXjzr
https://t.co/CpoYQNLDWt
#lgb #letsgobrandon #vaccinemandates #vaccinesmandate #vaccinemandate #vaccinemandate #forcedvaccination #crimes #crimesurge https://t.co/zdDLzp5jcU",https://pbs.twimg.com/media/FKQrfXnXwAIVOs3.jpg,0
397,Twitter Web App,1,"@CTVNews This is a peaceful protest representing millions of Canadians. Organizers are warning of provocateurs inciting violence. It won’t be the first time Canada has paid actors to discredit a movement.

#EveryChildMatters 
#BlackLivesMatter 
#Fringe 

https://t.co/WbHEp1MMc5 https://t.co/z3u6CcnkdV",https://pbs.twimg.com/media/FKQiefGWQAIGljS.jpg,1
398,Twitter for Android,0,"RT @Mariefabienne14: https://t.co/0fjChSFjcJ
ENCORE une Prophétie des Simpsons en 1999 !!!! (freedom convoy 2022) https://t.co/GvQJdlTqMS",https://pbs.twimg.com/media/FKNPm6tXoBA95Ap.jpg,0
399,Twitter Web App,14,"Truckers' Freedom Convoy now in Ottawa in pictures and videos #news #freedom #canada #ottawa #truckers #convoy #video #photo 

https://t.co/0NFF7CiTfy via @Strange_Sounds https://t.co/uaz7adtPnK",https://pbs.twimg.com/media/FKQg_vtXEAICmG_.jpg,14
400,Twitter Web App,0,Nearly 8 million CAD raised to fund the expenses of the Freedom Convoy: https://t.co/cv6hrUrMyA https://t.co/VPOG2UHOCe,https://pbs.twimg.com/media/FKQfFvcWYAYRbJj.jpg,0
401,Twitter Web App,1,TRUE Trucker Demands Convoying to Ottawa for the 2022 Freedom Convoy https://t.co/bxfTjaGZXm via @YouTube https://t.co/2NxxtOOOQq,https://pbs.twimg.com/media/FKQbqOPVcAMKCvb.jpg,1
402,Twitter for Android,0,RT @loveandpeace511: 🇨🇦 Freedom Convoy 2022 🚚 https://t.co/GHRoi80pSu,https://pbs.twimg.com/media/FKPSbgRX0AcLBGR.jpg,0
403,Twitter for iPad,0,"RT @radio_hex: ☑️ Canada 🇨🇦

💟 Freedom Convoy 2022 
#TruckersConvoy #TruckersForFreedom #CanadaTruckers https://t.co/xeU9Ux3X9A",https://pbs.twimg.com/media/FKP8I4zXMAEJLsE.jpg,0
404,Twitter Web App,5,"#TruckersForFreedom2022
#JustinTrudeau #jagmeet #jagmeetsingh #ErinOToole 

Wait... Jagmeet donated to the truckers? Or ... was it Trudeau?

TRUCKER FREEDOM CONVOY 2022
🚚 🚛 🚒 🚚 🚛 🚒 🚚 🚛 🚒 🚚 🚛 🚒 🚚 🚛 🚒 https://t.co/TUD2nWdlWp",https://pbs.twimg.com/media/FKQUX0vVgAAnZyz.jpg,5
405,Twitter Web App,0,https://t.co/sCuCcvVxpe https://t.co/9M8HVRCbPC,https://pbs.twimg.com/media/FKQUCeWWUAAGgzX.png,0
406,Twitter Web App,1,Politicians beat down every Canadian with highest gas prices in the history of Canada to make every Canadian pay for freedom urge public to avoid downtown Ottawa during trucker convoy protest https://t.co/XqRF4Wqv5X https://t.co/O6JlgyKQsY,https://pbs.twimg.com/media/FKQOyUNXMAEgSRw.jpg,1
407,Twitter Web App,6,上周六（1月22日），一个由5万辆卡车组成的2022年抗议自由车队（freedom convoy）从卑诗出发，本周二（25日）上午离开里贾纳，在温尼伯稍作停留后继续行进，当晚抵达安省凯诺拉小镇，周四穿过大多伦多地区，周六抵达渥太华国会山进行集结，抵制特鲁多政府的联邦疫苗强制令。 https://t.co/ONMFYE6Vwb https://t.co/aVQsczDT1L,https://pbs.twimg.com/media/FKQOBn3VIAI6EVx.jpg,6
408,Twitter for iPad,1,"Use your iPhones as a tool to capture any wrong doers hidden inside the Freedom Convoy 2022, stay calm
~
rcmp soldier nypd sheriff guard ranger litecoin solana Matic nft tesla lgbtq pets baker ballerina pianist patriots farmer rancher prepper raptors 49ers canucks Xbox acnh nhl https://t.co/UcQdALLcoV",https://pbs.twimg.com/media/FKQG1uoVkAURZN8.jpg,1
409,Twitter for iPhone,0,"@Boom32601038 @NZStuff A message today for Trudeau as 58,000 truckers in a convoy stretching over 100kms come to surround Ottawa and parliament. Same message applies to Horsey McHorseface too. If you haven’t heard of the convoy yet go to Freedom convoy 2022 Support on Facebook. Amazing so far. https://t.co/dhxU5wzMqc",https://pbs.twimg.com/media/FKQGjZjakAE77Nj.jpg,0
410,Twitter for iPhone,0,RT @jojofaii: Canada freedom Convoy 2022 - Hamilton Ontario #CanadaTruckers #FreedomConvoyCanada #FreedomConvoy2022 https://t.co/vxGgnGXrja,https://pbs.twimg.com/media/FKI4wHBXwAERoWn.jpg,0
411,TweetDeck,2,"Tucker Carlson: Canadian Truckers Convoy
https://t.co/qoGyqcPncR

Convoy News:

Truckers4Fredom on MeWe: 
https://t.co/aZclwtiXC0

Rebel News:
https://t.co/TR81d8pktb

GoFundMe:
https://t.co/ZVKWBoEOdm

#TruckersForFreedom #TruckerConvoy2022 #CanadianFreedomConvoy https://t.co/yopQmMiiyp",https://pbs.twimg.com/media/FKQFgVEVUAAxmOG.jpg,2
412,Twitter for Android,0,"RT @radio_hex: ☑️ Canada 🇨🇦

💟 Freedom Convoy 2022 
#TruckersConvoy #TruckersForFreedom #CanadaTruckers https://t.co/xeU9Ux3X9A",https://pbs.twimg.com/media/FKP8I4zXMAEJLsE.jpg,0
413,Twitter Web App,0,Freedom Convoy 2022 \ Convoi de la liberté Les députés doivent se cacher du convoi anti-Vax dit le chef dla sécurité du Parlement \ MPs Told to Hide From Anti-Vax Convoy by Parliament Security Chief.. https://t.co/MCu0s4dxk7 https://t.co/HnLQkUbFk7,https://pbs.twimg.com/media/FKQDwq4XEAAbZ1p.jpg,0
414,Twitter for Android,1,"@rblommestijn Wat ik ook lees, is dat dit weer eens een desinformatie-feestje is... https://t.co/zHe4IrKrKb https://t.co/5xhl3ttdLX",https://pbs.twimg.com/media/FKQDABsWQAEyzQ2.jpg,1
415,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
416,Twitter for Android,0,Remember this!  This doesn't represent a leader...this represents the encouragement of hatred &amp; division amongst Canadians!  We don't want someone who hates any Canadian leading our country!  Bye bye Trudeau...hello FREEDOM!  FREEDOM CONVOY 2022! https://t.co/xvFPaj5fAe,https://pbs.twimg.com/media/FKQCdssXsAAGPzD.jpg,0
417,Twitter Web App,0,RT @tscheldt: Freedom Convoy 2022 (dit leest U niet in de Regimepers). Klik hier: https://t.co/3RadyLm4Yr https://t.co/PAysHQ4hPZ,https://pbs.twimg.com/media/FKKNnUsXoAAIjLm.jpg,0
418,Twitter Web App,0,"Gofundme truckers campaign

Freedom convoy 2022

#freedomconvoy22 https://t.co/WtgsXvun5U",https://pbs.twimg.com/media/FKQBL80VcAMJBmn.jpg,0
419,Twitter for Android,0,"RT @JeffereyJaxen: #TruckerConvoy2022 latest press release: 
https://t.co/fH7yX8pbsa https://t.co/kUoMxKQ3dr",https://pbs.twimg.com/media/FKH2ZbpXMAQgbK3.jpg,0
420,Twitter Web App,0,La Nouvelle-Écosse rend illégal ls rassemblements le long ds hiway interprovinciale pour soutenir le convoi Truckers for Freedom. Nova Scotia bans gatherings along highway in support of trucker freedom convoy #assnat https://t.co/eL0fQmdsC0 https://t.co/b6gqkG40HM https://t.co/c4n5DpPsDN,https://pbs.twimg.com/media/FKP-yEKXEAM39VB.png,0
421,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
422,Twitter for Android,20,"☑️ Canada 🇨🇦

💟 Freedom Convoy 2022 
#TruckersConvoy #TruckersForFreedom #CanadaTruckers https://t.co/xeU9Ux3X9A",https://pbs.twimg.com/media/FKP8I4zXMAEJLsE.jpg,20
423,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
424,Twitter for iPhone,0,RT @stephantual: @MichaelPSenger Help them out achieve their goals: https://t.co/PRr1JqIsV8 https://t.co/oF4mty8Y53,https://pbs.twimg.com/media/FJ-_SxqX0AQNLRm.jpg,0
425,Twitter Web App,0,RT @NadineWellwood: Canadian Convoy for Freedom 2022. Share it far and wide. Yes we have permission from the artist. https://t.co/XW8SvDWG76,https://pbs.twimg.com/media/FKEDvgsXsAkcH5S.jpg,0
426,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
427,Twitter for Android,0,RT @tscheldt: Freedom Convoy 2022 (dit leest U niet in de Regimepers). Klik hier: https://t.co/3RadyLm4Yr https://t.co/PAysHQ4hPZ,https://pbs.twimg.com/media/FKKNnUsXoAAIjLm.jpg,0
428,Twitter for iPhone,2,@gofundme why is Freedom Convoy 2022 having another fundraiser for Truckers? #FluTrucksKlan #convoy #ConvoyForFreedom https://t.co/U5NnD5a5Nt,https://pbs.twimg.com/media/FKPsUTtXMAAXkl7.jpg,2
429,Twitter for iPhone,18270,Staggering. What is happening to my country? Nova Scotia bans gatherings along highway in support of trucker freedom convoy https://t.co/zqt90ZawkT https://t.co/22pUxus1M2,https://pbs.twimg.com/media/FKPr9ABXoAIWgqR.jpg,18270
430,Twitter for iPhone,0,Freedom convoy 2022 https://t.co/kiycdBJNKh,https://pbs.twimg.com/media/FKPpgHTVEAAGwGp.jpg,0
431,Twitter for Android,0,"#FreedomConvoy2022
https://t.co/EcaLcp4CSP https://t.co/gq44429uX4",https://pbs.twimg.com/media/FKPo5N5WUAEcR3h.jpg,0
432,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
433,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
434,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
435,Twitter for iPhone,0,RT @CarolineLessar8: https://t.co/dJoZgHvncw https://t.co/VKQW093eGw,https://pbs.twimg.com/media/FKOjCCQX0Ak-uUO.jpg,0
436,Twitter for iPhone,23,"Freedom Convoy 2022 - What the Mainstream Media DOESN’T WANT You To See‼️

#FreedomConvoy2022 
#freedomconvoy22 #OttawaConvoy 

https://t.co/7Msx9TyQL6 https://t.co/pENeq9l6qd",https://pbs.twimg.com/media/FKPkaidXsAQjMGb.jpg,23
437,SocialRabbit Plugin,1,WATCH: Mocha Bezirgan talks Freedom Convoy on Newsmax https://t.co/SjKLA0kM5t #truthPeep #lawfulremedy #peacetalk #auspol https://t.co/yV62bMT17c,https://pbs.twimg.com/media/FKPikb4XEAAIhm-.jpg,1
438,Twitter for Android,0,"Freedom Convoy 2022.
Not going away until government ends mandates / vax passports. https://t.co/85xLYjf0tv",https://pbs.twimg.com/media/FKPiH_AX0AApSAm.jpg,0
439,Twitter Web App,9,"The demands of Freedom Convoy 2022 are relatively simple: No mandatory masking, no vaccine passports and the reinstatement of every Canadian fired due to their vaccination status. https://t.co/jQiOgxvSdO https://t.co/tszGJdPfXr",https://pbs.twimg.com/media/FKPh74dVIAMnGqs.jpg,9
440,Twitter for Android,0,RT @tscheldt: Freedom Convoy 2022 (dit leest U niet in de Regimepers). Klik hier: https://t.co/3RadyLm4Yr https://t.co/PAysHQ4hPZ,https://pbs.twimg.com/media/FKKNnUsXoAAIjLm.jpg,0
441,Twitter Web App,4,"@JohnBWellsCTM @RichardGrenell @LawrenceSellin @DrLiMengYAN1 @DonaldJTrumpJr @LouDobbs @RebelNewsOnline @LauraLynnTT 
Globalist Tyrant Trudeau Decries ""Unacceptable Views"" Of Freedom Convoy Supporters Protesting Canada’s Trucker Vaccine Mandate
https://t.co/Nls8UCH4YC https://t.co/OLPb4lOWou",https://pbs.twimg.com/media/FKPeQEtXsAQ3ITm.jpg,4
442,Twitter for iPhone,0,RT @showdemandvalu1: Freedom Convoy 2022 and supporters arrived in Ottawa! https://t.co/NGOK052Hju,https://pbs.twimg.com/media/FKPg1LrUUAMl1-w.png,0
443,Twitter Web App,4,Freedom Convoy 2022 and supporters arrived in Ottawa! https://t.co/NGOK052Hju,https://pbs.twimg.com/media/FKPg1LrUUAMl1-w.png,4
444,Twitter for Android,0,RT @Lady_Pie45: Freedom Convoy 2022 https://t.co/4iRwEaNDxD,https://pbs.twimg.com/media/FKJDDjiXIAUpFQf.jpg,0
445,Twitter Web App,4,"@Jim_Elves Really? Smear everyone involved because why? One anonymous driver did what? How do people know the driver has anything to do with #FreedomConvoy2022? An agent provocateur perhaps. In that regard, read this statement by one of the organizers of the convoy:
https://t.co/vJ5imdoR7T https://t.co/0PZsAxYEea",https://pbs.twimg.com/media/FKPeBa8XEAEuwS5.jpg,4
446,Twitter for iPhone,74,On to Ottawa Trek (1935) vs Freedom Convoy (2022). Two visions of Canada that cannot be more diametrically opposed #canlab #cdnmedia #cdnpoli #Ottawa https://t.co/IQUBGfr0Er,https://pbs.twimg.com/media/FKPevemXMAUkhYq.jpg,74
447,Buffer,2,"‘Freedom Convoy’ leader shared symbol of far-right hate group on TikTok | The Star

 https://t.co/jtkHo6vtIb https://t.co/S6TjEeAVda",https://pbs.twimg.com/media/FKPeoFEWQAM37e6.jpg,2
448,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
449,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
450,Twitter Web App,2,"@lysiane2212 Après Omicron, voici venir la 6ème vague Ocamion Freedom Convoy 2022. C'est partie!!! Tous les routiers d'Europe sont invitées à rejoindre Bruxelles le 7 février. Et le 6 février à Paris. 🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚 https://t.co/pxyDsHf9dy",https://pbs.twimg.com/media/FKPbtLqXIAI_rQf.jpg,2
451,Twitter Web App,1,"Fireworks of joy greet the Canadian Freedom Convoy (28 January 2022)
https://t.co/DW8mQkI0dF https://t.co/SWr3rTbN1L",https://pbs.twimg.com/media/FKPbXhFXEAUl-wR.png,1
452,Twitter for iPhone,0,RT @loveandpeace511: 🇨🇦 Freedom Convoy 2022 🚚 https://t.co/GHRoi80pSu,https://pbs.twimg.com/media/FKPSbgRX0AcLBGR.jpg,0
453,Twitter for Android,2,"@MarkGerretsen Ya +30% Intimidated and Coerced into taking the vaccines, take the vaccines, or lose your jobs, home and stave, while you live on the street, and thousands of needed nurses said screw Trudeau, screw the Liberals and the closeted Liberals AKA NDP. FREEDOM CONVOY 2022 call election https://t.co/qpV9MuGGQc",https://pbs.twimg.com/media/FKPaOelWUAQcvWp.jpg,2
454,Hootsuite Inc.,1,"Shop Now! 
FREEDOM CONVOY 2022

https://t.co/ZKuetveOHE
#trucker #convoy #canada #ottawa #freedom #mandates #convoy2022 #freedomconvoy #freedomconvoy2022 https://t.co/36km0UXcHu",https://pbs.twimg.com/media/FKPaDYrXoAA1uGM.png,1
455,Twitter for Android,0,RT @loveandpeace511: 🇨🇦 Freedom Convoy 2022 🚚 https://t.co/GHRoi80pSu,https://pbs.twimg.com/media/FKPSbgRX0AcLBGR.jpg,0
456,Twitter Web App,1,"🔴LIVE Ottawa - Parliament Hill - Freedom Convoy -Friday Jan 28, 2022 pt 4 https://t.co/amz60Kicei via @YouTube https://t.co/qDonfRUJss",https://pbs.twimg.com/media/FKPYv8TVIAcrAgc.jpg,1
457,Twitter Web App,0,"RT @CanadianMama1st: Freedom Convoy 2022-Ottawa

#FreedomConvoyCanada 

""How Canadian is that"" from @News24Wide https://t.co/D0ddJUAgxv",https://pbs.twimg.com/media/FKOBZmcUcAAdBZr.jpg,0
458,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
459,Twitter for Android,0,@marcusdtcolby @rickmercer is spinning in his grave https://t.co/a0Su5xQr4G https://t.co/WU8GSNJPLt,https://pbs.twimg.com/media/FKPYGkcXMAEG6jB.jpg,0
460,Twitter for iPhone,0,"RT @CarolineLessar8: Les 6 millions sont dépassés 💪💪

Aidons nos camionneurs 
https://t.co/mCKftAT6YH https://t.co/m6HS91L8Mq",https://pbs.twimg.com/media/FKIJOzPWQAsczB1.jpg,0
461,Twitter for iPad,0,RT @tscheldt: Freedom Convoy 2022 (dit leest U niet in de Regimepers). Klik hier: https://t.co/3RadyLm4Yr https://t.co/PAysHQ4hPZ,https://pbs.twimg.com/media/FKKNnUsXoAAIjLm.jpg,0
462,Twitter for iPhone,3,PRE VIEW FROM DRONE PRE JANUARY 29 2022 CANADIAN TRUCKERS FREEDOM CONVOY RALLY IN OTTAWA 🕊🌌🍁🍁🍁 https://t.co/sXkPEbDPjp,https://pbs.twimg.com/media/FKPV5j5WQAQzycA.jpg,3
463,Twitter Web App,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
