,Source,Likes,Text,Image,Retweets
464,Twitter Web App,1,"@voilalouise52 🇧🇪 Après Omicron, voici venir la 6ème vague Ocamion Freedom Convoy 2022. C'est partie!!! Tous les routiers d'Europe sont invitées à rejoindre Bruxelles le 7 février. Et le 6 février à Paris.🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛🚚🚛 https://t.co/SV3M6HRZHM",https://pbs.twimg.com/media/FKPUE5pXoAMf2bM.jpg,1
465,Twitter for Android,0,RT @loveandpeace511: 🇨🇦 Freedom Convoy 2022 🚚 https://t.co/GHRoi80pSu,https://pbs.twimg.com/media/FKPSbgRX0AcLBGR.jpg,0
466,Twitter for Android,8,🇨🇦 Freedom Convoy 2022 🚚 https://t.co/GHRoi80pSu,https://pbs.twimg.com/media/FKPSbgRX0AcLBGR.jpg,8
467,Twitter Web App,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
468,Twitter Web App,2,"#DIRECT🇨🇦🚚⚡️""Freedom Convoy"": des centaines de camionneurs s'approchent d'#Ottawa pour manifester ce week-end contre l'#obligation_vaccinale - https://t.co/T9e1a6Rb6b https://t.co/Y5dhC4sSIJ",https://pbs.twimg.com/media/FKPSPEZWUAYZ-Ty.jpg,2
469,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
470,Twitter Web App,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
471,Twitter Web App,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
472,Twitter Web App,9,"@OttawaCitizen Ottawa January 28, 2022.

Meet the truckers: The men and women of the Freedom Convoy 2022 https://t.co/VxoZE2j3O5 https://t.co/sMPXFSoF06",https://pbs.twimg.com/media/FKPN0yHXMAIb4Kn.jpg,9
473,Twitter for iPad,1,"@sunlorrie @CTVNews The truckers that don’t support the freedom 2022 convoy Truckers, are supporters of the liberal party.  What else do you expect from them? … but then you knew that….you chose to deceive…#Convoy2022 #fringeminority https://t.co/KsCoqVUmcX",https://pbs.twimg.com/media/FKPND_UXMAAdhH2.jpg,1
474,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
475,SocialRabbit Plugin,1,‘Freedom Convoy’: Thousands of Trucks Converge on Canada’s Capital https://t.co/Jwl3xQVBeu #truthPeep #lawfulremedy #peacetalk #auspol https://t.co/dGm8Jre4cT,https://pbs.twimg.com/media/FKPMHl_X0AEfRfJ.jpg,1
476,Twitter for iPhone,0,RT @Nathal44: Freedom Convoy 2022 - Témoignage très touchant d'un camionneur en route vers Ottawa.... https://t.co/ZsTdbhcNlH,https://pbs.twimg.com/media/FKNMsNnXMAEVxT2.png,0
477,Twitter for Android,0,RT @crabcrawler1: 🚨🚨🚨🚨UPDATE: GOFUNDME RELEASES SIX MILLION DOLLARS IN $$ FOR FREEDOM CONVOY 2022 https://t.co/Ln419PGyjk,https://pbs.twimg.com/media/FKI9uWHXMAMGwnU.png,0
478,Twitter for iPhone,0,RT @ExLibrisMrHunt: https://t.co/qUrhTpmKTu https://t.co/v9TzhDGhaB,https://pbs.twimg.com/media/FKPAI-DVQAAlROm.jpg,0
479,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
480,TweetDeck Web App,139,"Former U.S. first son Donald Trump Jr. has praised Canadian truckers heading to Ottawa to protest vaccine mandates and other ongoing COVID-19 restrictions under Prime Minister Justin Trudeau.

Read more: https://t.co/niutVNS7XW #cdnpoli https://t.co/hg2jEx2qEc",https://pbs.twimg.com/media/FKKMyZMWUAUJPTn.jpg,139
481,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
482,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
483,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
484,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
485,Twitter Web App,0,"El #FreedomConvoy2022  Convoy ha inspirado a camioneros de todo Canadá, Estados Unidos y ahora del mundo. El Convoy de la Libertad a Canberra es un ejemplo y ya ha comenzado en Australia. https://t.co/dh00439NZa  .@ANATEC_PERU @AnatecPeru https://t.co/WNSl98HhU8",https://pbs.twimg.com/media/FKPFeppXsAEQZK1.jpg,0
486,Twitter Web App,0,"#ICYMI Canada's got its own #Jan6-type problem. A ""toxic ‘Freedom Convoy’"" of far-right truckers is ""headed across Canada to Ottawa from the West &amp;...East. Estimates of the size of the convoy vary.""

""Bigger than a breadbasket, small than Hadrian’s Wall."" https://t.co/3a0Erc7deD https://t.co/SOAi9y1qeC",https://pbs.twimg.com/media/FKPER5WUUAIipw9.png,0
487,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

Thank you to our American friends.

#FreedomConvoyCanada https://t.co/GMdoaw4IDM",https://pbs.twimg.com/media/FKOIuh6XIAEIBr2.jpg,0
488,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
489,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
490,Twitter Web App,67,"11. ""Tem 70 km de comprimento"", disse o porta-voz do Freedom Convoy 2022, Benjamin Dichter. 
Alguns estimam que o ""Freedom Convoy"" tenha mais de 50.000 caminhões de todo o Canadá e até alguns dos Estados Unidos. https://t.co/R4uznM4KUt",https://pbs.twimg.com/media/FKPCJ7bWYAMrRHq.jpg,67
491,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
492,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
493,Twitter for iPad,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
494,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
495,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
496,Twitter for iPad,3,https://t.co/qUrhTpmKTu https://t.co/v9TzhDGhaB,https://pbs.twimg.com/media/FKPAI-DVQAAlROm.jpg,3
497,Twitter for iPhone,0,"RT @CanadianMama1st: Freedom Convoy 2022-Ottawa

#FreedomConvoyCanada 

""How Canadian is that"" from @News24Wide https://t.co/D0ddJUAgxv",https://pbs.twimg.com/media/FKOBZmcUcAAdBZr.jpg,0
498,Twitter Web App,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
499,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
500,Twitter for Android,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
501,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
502,Twitter for iPhone,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
503,Twitter Web App,0,"RT @News24Wide: Freedom Convoy 2022-Ottawa

For my American friends.

We are in this together.

#FreedomConvoyCanada https://t.co/BUbNChkuuG",https://pbs.twimg.com/media/FKOOIiCXMAMjC0V.jpg,0
